导致	31	8.88264304936184	3.557931390543511	0.1791958041958042
应该	31	7.906890595608519	3.5822826002907195	0.1856925418569254
弗利德曼	31	10.924070185585345	2.032634212635631	0.3952025742284628
原先	30	7.076815597050832	2.113106011337682	0.24439343104361647
发射	30	5.321928094887363	2.4245491185273695	0.13878864298447757
无序度	30	6.820178962415189	2.3735572622751855	0.5299830284744484
热力学	30	7.400879436282184	2.173884566207165	0.3551538837322912
同一	29	2.0	2.4556535163204436	0.10614037480564117
似乎	28	8.179909090014934	3.0178650529206683	0.18078602620087336
引力场	28	6.977279923499917	2.500092102981612	0.39905700814402056
气体	28	7.10852445677817	2.0399667684413267	0.16160046615519083
继续	28	11.022367813028454	3.5800503514647373	0.13942151446213844
临界	27	8.558420713268665	2.0379154119304594	0.41122179900380895
作为	27	3.8073549220576037	3.6982458350160328	0.1129486597001363
得越	26	4.954196310386876	2.7139496992278396	0.14096749811035525
永远	26	9.221587121264806	2.1387720668284858	0.27352904119944565
只能	25	3.4594316186372978	3.0724876891689528	0.26610871130309577
我们所	25	2.321928094887362	2.641706277574314	0.5335176226675881
携带	25	10.20945336562895	2.0817062775743143	0.39209726443769
支持	25	10.567956075415466	2.029526332323075	0.18276570757486787
暴涨	25	11.398209261466851	2.0570148112524405	0.41217798594847777
碰撞	25	10.943247395901555	2.3196275363413568	0.27353463587921845
自身	25	8.03342300153745	2.462683189255493	0.3156938451056098
地方	24	4.247927513443585	2.1431558784658327	0.1435382570027048
大约	24	5.857980995127572	2.2991040074712537	0.2804119287706501
看起来	24	7.483815777264256	2.916056342179062	0.40615773935048505
一定	23	1.0	2.3594559773258243	0.26157299167679793
一次	23	4.321928094887363	2.01809878625526	0.26346153846153847
停止	23	10.044394119358454	2.6203255425432155	0.2998853211009174
受到	23	5.426264754702098	3.114589262293244	0.3911685994647636
真正	23	7.266786540694902	2.272499455586694	0.18489289740698986
能够	23	5.321928094887363	2.8483739120143694	0.1690964722822174
亚里士多德	22	9.121533517340032	2.1060480954183274	0.2147424511545293
加速	22	6.044394119358453	2.748000507073514	0.1755546075085324
包括	22	10.161131882984307	2.1060480954183274	0.3640939597315436
定理	22	2.807354922057604	2.2408572864930365	0.18572898157673245
接近	22	7.539158811108032	2.8899168453199877	0.17281455280444669
沿着	22	8.451211111832329	2.970573095811685	0.4377142857142857
以为	21	1.0	2.4849960987306523	0.2534637326813366
叫做	21	10.285402218862249	2.0221061127398396	0.24026845637583893
将会	21	3.700439718141092	2.6247262095042965	0.2581047381546135
引力坍缩	21	5.700439718141093	2.295217421954582	0.2730496453900709
方程	21	6.6865005271832185	2.3342564252133498	0.2063141084699957
回到	20	4.807354922057604	3.6219280948873624	0.3839223839223839
显得	20	6.339850002884625	2.5577174691301483	0.2326782564877803
月亮	20	10.52845411076479	2.4192407046368487	0.22135096835144072
自然	20	4.643856189774724	2.4192407046368487	0.26399433141006173
到达	19	5.491853096329675	2.476796752685521	0.14584382871536525
同时	19	2.584962500721156	2.394281147713395	0.14850198715988994
使我们	18	3.3219280948873626	2.9693894195291564	0.3886981779772907
光谱	18	7.417852514885899	2.2096909728231857	0.1607469654528478
脉冲	18	11.624795455860237	2.1279868068776753	0.13830227743271223
令人	17	7.066089190457772	2.2916201934279394	0.18908081431215298
紊乱	17	11.750288267591653	2.0563260757808806	0.1919191919191919
结合	17	6.10852445677817	2.6517939026287696	0.14935988620199148
出版	16	7.066089190457772	2.375	0.1554333764553687
合并	16	5.247927513443585	2.0461796919474975	0.13095238095238096
哥白尼	16	10.961449694398196	2.2743974703476995	0.14914970727627544
湮灭	16	11.454813348512525	2.216917186688699	0.37489539748953976
离开我们	16	5.491853096329675	2.6556390622295662	0.29470387243735763
考虑	16	11.294046313271501	2.9056390622295662	0.24197247706422018
一根	15	3.700439718141092	2.1735572622751858	0.2674922938432581
检测	15	7.857980995127572	2.866247897312731	0.17052229906987837
美国	15	9.189824558880018	2.33012496531497	0.10215238979674371
获得	15	7.475733430966398	2.42
三种	14	6.22881869049588	2.067031495157584	0.25059254471019177
企图	14	10.326429487122304	2.835237745312118	0.33105312051347013
感到	14	5.832890014164742	3.2359263506290334	0.24474924989284183
旅行	14	8.854868383260238	3.039148671903071	0.12600758653390232
早先	14	7.499845887083206	2.5566567074628237	0.24439343104361647
木星	14	6.930737337562887	2.556656707462823	0.25329229527221353
极其	14	4.857980995127573	2.2608203181716595	0.1391020721412126
能使	14	2.584962500721156	2.064042639445697	0.1690964722822174
英国	14	9.262094845370179	2.1179631753145163	0.10215238979674371
一直	13	3.1699250014423126	2.8073904508767225	0.20572057205720573
为此	13	2.807354922057604	2.353533948577482	0.1643575115457756
主要	13	6.507794640198696	2.1887870678023824	0.1968791796700847
代表	13	6.857980995127572	2.71929452566698	0.2135697048449972
任意	13	4.906890595608519	2.1887870678023824	0.27287716405605933
准确地	13	6.409390936137703	2.5073801024236357	0.16432673899170389
发射出	13	6.507794640198696	2.7192945256669794	0.13053040103492886
可以将	13	3.8073549220576037	2.199687794731328	0.3260598503740648
容易	13	10.491853096329676	2.2877837199410704	0.18668891360771228
指定	13	4.643856189774724	2.6535442970305687	0.26157299167679793
曾经	13	8.791162888555018	2.7773627950641697	0.10181178023912565
直接	13	7.832890014164742	2.4416298737872246	0.18235572374645223
种力	13	2.807354922057604	2.1887870678023824	0.1885369532428356
能看到	13	4.247927513443585	2.499698143184415	0.1690964722822174
保持	12	9.749869427396844	2.751629167387823	0.23570712136409228
宣布	12	10.260919533662905	2.292481250360578	0.1603857378505266
得非常	12	3.700439718141092	2.8553885422075336	0.10207732829738594
探测器	12	10.100662339005199	2.617492461184755	0.29320492241840557
穿过	12	7.86418614465428	3.0220552088742	0.17549668874172186
以光	11	1.5849625007211563	2.2221915755066783	0.22136321195144726
体积	11	6.614709844115209	2.2312702546075758	0.10994828859886728
其他人	11	3.700439718141092	2.0494520727893946	0.15943975441289332
变得更	11	6.714245517666122	2.663532754804255	0.11949976841130153
我们能	11	1.0	2.2998963911678914	0.26610871130309577
林德	11	7.994353436858858	2.049452072789394	0.23144031741479038
离我们	11	3.1699250014423126	2.368522527728207	0.29470387243735763
反应	10	4.954196310386876	2.1709505944546685	0.25925925925925924
变得如此之	10	7.523561956057013	2.2464393446710154	0.2637293579583144
围绕着	10	8.426264754702098	2.121928094887362	0.21197552447552448
宇宙必须	10	2.807354922057604	2.1609640474436813	0.17096959265633965
拉普拉斯	10	8.76487159073609	2.0464393446710156	0.18985210133255234
更为	10	2.584962500721156	2.321928094887362	0.2534637326813366
留下	10	7.515699838284044	2.0464393446710156	0.22211742513558122
称作	10	4.906890595608519	2.721928094887362	0.20449308755760368
从事	9	3.5849625007211565	2.4193819456463714	0.27361458417359036
从黑洞	9	7.954196310386876	2.0588138903312014	0.46360643745427943
到他	9	1.0	2.058813890331201	0.14584382871536525
太阳系	9	5.044394119358453	2.058813890331201	0.3170022612253688
指向	9	5.459431618637297	2.4193819456463714	0.11161369193154035
旋转黑洞	9	7.954196310386876	2.058813890331201	0.29347826086956524
智慧生命	9	9.584962500721156	2.058813890331201	0.2940620782726046
本身	9	6.988684686772166	2.2810361125534233	0.19641649763353616
气球	9	5.857980995127572	2.0588138903312014	0.16160046615519083
稍微	9	9.828136484194108	2.725480556997868	0.21668956043956045
精确地	9	6.832890014164742	2.4193819456463714	0.2819944064037033
光源	8	5.392317422778761	2.5	0.1607469654528478
将宇宙	8	1.5849625007211563	2.4056390622295662	0.2581047381546135
描述宇宙	8	4.0	2.0	0.20938628158844766
教授	8	10.338736382573916	2.0	0.14664664664664664
皇家学会	8	7.651051691178929	2.4056390622295662	0.3156287120312235
知道得	8	4.169925001442312	2.1556390622295662	0.22401060405226284
一族	7	4.643856189774724	2.128085278891395	0.2674922938432581
一条	7	2.0	2.5216406363433186	0.25540910221337976
一类	7	1.0	2.128085278891395	0.2674922938432581
人会	7	1.0	2.2359263506290326	0.13589632038101343
使宇宙	7	1.5849625007211563	2.5216406363433186	0.30288461538461536
可能会	7	2.584962500721156	2.8073549220576046	0.3768939393939394
将它们	7	2.807354922057604	2.128085278891395	0.2581047381546135
将此	7	3.0	2.2359263506290326	0.2234513274336283
必须以	7	1.5849625007211563	2.2359263506290326	0.13683818046234153
愿意	7	8.434628227636725	2.2359263506290326	0.12919633774160733
由宇宙	7	1.5849625007211563	2.128085278891395	0.30288461538461536
即为	6	2.321928094887362	2.2516291673878226	0.2534637326813366
参加	6	8.74819284958946	2.584962500721156	0.11851530280008682
得相当	6	4.247927513443585	2.2516291673878226	0.14096749811035525
我们称之为	6	5.491853096329675	2.584962500721156	0.2534637326813366
满足	6	8.499845887083206	2.2516291673878226	0.16753321779318314
移动	6	6.285402218862249	2.2516291673878226	0.20137250696976194
以光速	5	3.5849625007211565	2.321928094887362	0.1755546075085324
地被	5	1.5849625007211563	2.321928094887362	0.14377154111275234
当作	5	2.807354922057604	2.321928094887362	0.23452975920036348
或其他	5	3.700439718141092	2.321928094887362	0.241397021058038
两年	4	5.08746284125034	2.0	0.33043768793852324
互相湮灭	4	8.592457037268082	2.0	0.37489539748953976
他被	4	1.0	2.0	0.14377154111275234
使它们	4	2.321928094887362	2.0	0.3886981779772907
做出	4	4.0	2.0	0.13053040103492886
准备	4	9.022367813028454	2.0	0.16432673899170389
分别	4	4.954196310386876	2.0	0.1922984065668759
分割成	4	7.219168520462162	2.0	0.1922984065668759
到足以	4	4.857980995127573	2.0	0.13683818046234153
地将	4	1.0	2.0	0.17102259941492268
大致	4	2.321928094887362	2.0	0.22304147465437787
引出	4	1.0	2.0	0.13053040103492886
归结为	4	6.507794640198696	2.0	0.2534637326813366
成功地	4	5.491853096329675	2.0	0.2819944064037033
数来	4	2.0	2.0	0.2640569395017794
永远膨胀	4	6.475733430966398	2.0	0.40264194081036453
着手	4	6.149747119504682	2.0	0.11287205257054503
